continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,unit_of_wage,full_time_position,wage_range
South America,Bachelor's,Y,N,5043,1986,Northeast,Year,Y,> 100000
Europe,Master's,Y,N,1725,2005,West,Year,N,50000-100000
Asia,High School,N,Y,1318,2013,West,Year,Y,> 100000
Asia,Master's,Y,N,2020,2000,South,Hour,Y,> 100000
Asia,Master's,N,Y,236220,1950,Northeast,Year,Y,> 100000
Europe,Master's,Y,N,1104,2000,South,Year,Y,50000-100000
Asia,Bachelor's,Y,N,2545,1999,South,Year,Y,> 100000
North America,Master's,N,N,1536,2007,South,Hour,Y,50000-100000
Asia,High School,N,N,3272,1997,Northeast,Year,Y,> 100000
Asia,Bachelor's,N,N,2265,2001,South,Year,Y,50000-100000
Asia,Master's,N,N,5162,1983,South,Year,Y,50000-100000
Asia,Master's,Y,N,2547,1999,Northeast,Year,Y,> 100000
Asia,Master's,N,N,99027,1979,Northeast,Year,Y,> 100000
Asia,Master's,Y,N,3739,1962,Midwest,Year,Y,50000-100000
Africa,Master's,N,N,3819,1968,Northeast,Year,Y,< 50000
Asia,Master's,Y,N,1726,1911,Midwest,Year,Y,50000-100000
Asia,Bachelor's,Y,N,1663,1974,West,Year,Y,> 100000
Asia,Master's,Y,N,643,2006,Northeast,Year,Y,50000-100000
Asia,Bachelor's,Y,N,1727,1851,South,Year,Y,50000-100000
Asia,Master's,Y,N,854,1992,Northeast,Year,Y,> 100000
Asia,Bachelor's,Y,N,3154,1821,Northeast,Year,Y,< 50000
Asia,Bachelor's,N,N,1151,1994,Northeast,Year,Y,50000-100000
Africa,Master's,N,N,1775,1932,South,Year,N,> 100000
Europe,Master's,Y,N,1471,1985,West,Year,Y,50000-100000
South America,High School,Y,N,2375,1992,South,Year,Y,50000-100000
Asia,Bachelor's,N,N,3109,2006,South,Year,Y,< 50000
North America,Bachelor's,Y,N,947,1995,Northeast,Year,Y,> 100000
Asia,Master's,N,N,2641,2005,South,Hour,Y,50000-100000
North America,Master's,Y,N,361,2005,Midwest,Year,Y,50000-100000
Africa,Bachelor's,Y,N,4211,1992,Northeast,Year,Y,< 50000
Asia,Master's,N,Y,1528,1887,West,Year,Y,> 100000
Asia,Master's,Y,N,622,1984,Northeast,Year,N,> 100000
Asia,Master's,N,N,4612,2000,Midwest,Year,Y,> 100000
Asia,Master's,Y,N,1764,1863,West,Year,Y,> 100000
Asia,Bachelor's,Y,N,2443,2004,West,Hour,Y,> 100000
Asia,Bachelor's,Y,N,2176,2006,South,Year,Y,50000-100000
Asia,Master's,Y,N,1211,2010,West,Year,Y,< 50000
Asia,Master's,Y,N,313,1968,West,Year,Y,< 50000
Asia,Bachelor's,Y,N,1978,1923,South,Year,Y,50000-100000
Asia,Master's,N,N,727,1975,Northeast,Year,Y,> 100000
Oceania,Bachelor's,Y,N,248,2004,Midwest,Year,Y,> 100000
Europe,Doctorate,N,N,1384,2001,South,Year,Y,50000-100000
Asia,Doctorate,N,N,44307,2011,South,Hour,Y,> 100000
Asia,Master's,N,N,1180,1997,Northeast,Year,Y,< 50000
Asia,Bachelor's,Y,N,149,1948,South,Year,Y,< 50000
North America,Master's,N,N,1877,1986,Northeast,Year,N,> 100000
South America,High School,Y,N,94,2012,West,Year,Y,< 50000
Europe,Master's,N,N,1359,1991,West,Year,Y,50000-100000
Asia,Bachelor's,Y,N,1180,1997,Midwest,Year,Y,> 100000
Asia,Doctorate,N,N,2789,1985,Midwest,Year,Y,> 100000
South America,High School,Y,N,968,1988,Island,Year,Y,50000-100000
North America,Master's,Y,Y,1519,2012,Northeast,Year,Y,< 50000
South America,Master's,Y,N,2423,1993,South,Year,Y,> 100000
Asia,Bachelor's,N,N,2066,2005,Northeast,Hour,Y,> 100000
Asia,Bachelor's,Y,N,1224,1989,Midwest,Year,Y,< 50000
Asia,Master's,Y,N,2237,1990,South,Year,Y,> 100000
Asia,Bachelor's,Y,N,232,1830,Midwest,Year,Y,< 50000
Asia,Bachelor's,Y,N,264,2005,Island,Year,Y,< 50000
Asia,Master's,Y,N,1073,2013,West,Year,Y,< 50000
Asia,Bachelor's,Y,N,2994,2000,Northeast,Year,Y,< 50000
North America,Master's,Y,N,1711,1994,South,Year,Y,> 100000
Asia,High School,N,N,2213,1940,West,Year,Y,50000-100000
North America,Bachelor's,Y,N,3993,2001,Northeast,Year,Y,50000-100000
South America,Master's,N,Y,661,2001,West,Year,Y,< 50000
Asia,Bachelor's,N,N,1159,1995,South,Year,Y,< 50000
Europe,High School,Y,N,1020,2006,Northeast,Year,Y,< 50000
North America,Bachelor's,N,N,1554,2010,South,Year,Y,50000-100000
Europe,Doctorate,Y,N,1885,1999,Northeast,Year,Y,< 50000
Europe,Bachelor's,N,N,4334,2012,Northeast,Year,Y,< 50000
Asia,Bachelor's,Y,N,995,1990,Northeast,Year,Y,50000-100000
North America,Bachelor's,N,N,3182,1977,Northeast,Year,Y,50000-100000
Asia,Bachelor's,N,N,3052,1980,Midwest,Year,Y,50000-100000
Asia,Bachelor's,Y,N,3930,1984,South,Year,Y,< 50000
Asia,Bachelor's,Y,N,4237,1971,Midwest,Year,Y,< 50000
Asia,Master's,N,N,2816,1983,Midwest,Year,N,> 100000
Asia,Bachelor's,Y,N,5584,1925,Midwest,Year,Y,< 50000
North America,Bachelor's,N,Y,2614,2007,South,Year,Y,50000-100000
Asia,Master's,Y,N,2532,2009,South,Year,Y,< 50000
Asia,Master's,Y,N,1193,1997,Northeast,Year,Y,> 100000
Asia,Master's,Y,N,2724,2013,Midwest,Year,Y,< 50000
Asia,Bachelor's,Y,N,2735,2011,West,Year,Y,50000-100000
Asia,Bachelor's,N,N,1049,2008,West,Year,Y,50000-100000
Asia,Bachelor's,Y,N,2891,1997,West,Hour,Y,> 100000
Asia,Master's,Y,N,1832,2013,Northeast,Year,Y,< 50000
Asia,Bachelor's,Y,N,550,1993,Northeast,Year,Y,50000-100000
Europe,Doctorate,N,N,1543,2012,Northeast,Year,Y,< 50000
Europe,Doctorate,Y,N,4805,1996,West,Year,Y,< 50000
Asia,High School,Y,Y,1180,1981,Northeast,Year,Y,> 100000
Europe,Master's,N,N,25,1980,Northeast,Year,Y,< 50000
Europe,High School,N,N,4986,1995,West,Year,Y,< 50000
Asia,Bachelor's,Y,Y,1509,1979,Northeast,Year,Y,< 50000
Asia,Master's,N,N,260,2005,Northeast,Year,Y,> 100000
Asia,Bachelor's,Y,N,21642,1987,Northeast,Year,Y,< 50000
Asia,Bachelor's,N,N,1348,1985,South,Year,Y,50000-100000
North America,Master's,Y,Y,948,2012,South,Year,Y,50000-100000
Asia,Master's,Y,Y,4235,1987,Northeast,Year,Y,> 100000
Asia,Master's,Y,N,1610,2008,West,Year,Y,< 50000
North America,Doctorate,Y,N,431,1986,West,Year,Y,50000-100000
North America,Master's,N,Y,1621,2012,Midwest,Hour,Y,< 50000
Asia,Doctorate,Y,N,1735,1998,Northeast,Year,Y,50000-100000
Asia,High School,Y,N,1312,2003,Northeast,Year,Y,< 50000
Asia,High School,N,N,1884,1994,West,Year,Y,> 100000
Asia,Bachelor's,N,N,1654,1999,Midwest,Year,Y,50000-100000
Asia,Master's,N,N,818,1997,South,Year,Y,50000-100000
Asia,High School,Y,Y,1777,2000,South,Year,Y,> 100000
Asia,Bachelor's,N,Y,1929,2006,South,Year,Y,> 100000
Europe,Master's,Y,N,1376,1998,Northeast,Year,Y,> 100000
North America,Bachelor's,Y,N,1657,2012,West,Year,Y,50000-100000
Asia,Bachelor's,N,N,906,2004,Midwest,Year,Y,50000-100000
Asia,Master's,Y,N,2845,2008,Midwest,Year,Y,50000-100000
North America,Bachelor's,N,N,3217,1979,Northeast,Year,Y,< 50000
Asia,Master's,Y,N,3639,1876,West,Year,N,50000-100000
Asia,Bachelor's,N,N,2419,2007,South,Hour,Y,> 100000
Asia,Master's,Y,N,95,2004,Midwest,Year,Y,50000-100000
South America,Bachelor's,Y,N,2899,1997,West,Year,Y,> 100000
Asia,High School,Y,N,2336,2001,South,Year,Y,50000-100000
Asia,Bachelor's,N,N,1867,1996,South,Year,Y,50000-100000
Asia,Master's,N,N,2633,2000,Midwest,Year,Y,> 100000
Europe,Doctorate,Y,N,1195,1862,Northeast,Year,Y,< 50000
Europe,Bachelor's,N,Y,115700,2010,West,Year,Y,50000-100000
Europe,Doctorate,N,N,306,1995,West,Year,Y,50000-100000
North America,Bachelor's,Y,N,4475,1985,Northeast,Year,Y,< 50000
Asia,High School,Y,N,3212,1993,South,Year,Y,> 100000
North America,Master's,N,N,746,1838,Island,Year,N,> 100000
North America,Master's,Y,N,666,1982,South,Year,Y,50000-100000
Europe,Bachelor's,Y,N,3553,1969,West,Year,Y,< 50000
Asia,Master's,N,N,4585,1994,Northeast,Hour,Y,< 50000
North America,Bachelor's,Y,N,214,1997,Island,Year,Y,50000-100000
Asia,Master's,Y,N,91288,2006,Midwest,Year,Y,50000-100000
Asia,Master's,N,N,1677,2014,Northeast,Year,Y,50000-100000
Asia,Bachelor's,Y,N,4315,1898,Northeast,Year,Y,< 50000
Asia,Bachelor's,Y,N,2877,2004,West,Year,Y,< 50000
Asia,Bachelor's,Y,N,3875,2009,West,Year,Y,< 50000
Asia,High School,N,N,2176,1989,South,Year,Y,50000-100000
Asia,Master's,N,N,726,1853,South,Year,Y,> 100000
Asia,Master's,Y,N,1976,1968,South,Year,Y,50000-100000
Africa,Bachelor's,N,N,2006,1959,West,Hour,Y,< 50000
Asia,High School,N,Y,1044,2005,West,Year,Y,> 100000
North America,Master's,N,N,907,2001,Midwest,Year,N,> 100000
Asia,Bachelor's,N,N,4553,2012,South,Year,Y,> 100000
North America,Master's,N,N,4024,2014,South,Year,N,< 50000
Asia,High School,N,N,1193,2003,Midwest,Hour,Y,< 50000
Asia,Master's,Y,N,1533,1996,South,Year,Y,> 100000
North America,Bachelor's,Y,N,1368,2002,South,Hour,Y,50000-100000
Asia,Bachelor's,N,N,223,1998,South,Year,Y,> 100000
Asia,Bachelor's,Y,Y,2387,1994,South,Year,Y,< 50000
Europe,Doctorate,Y,Y,2670,1991,West,Year,Y,> 100000
Asia,Master's,Y,Y,690,2013,Northeast,Year,Y,50000-100000
Asia,Master's,N,N,2349,1998,Northeast,Year,Y,50000-100000
Asia,Bachelor's,N,N,1362,2002,West,Year,Y,50000-100000
Asia,Master's,N,N,3025,2009,South,Year,Y,50000-100000
North America,Master's,Y,N,802,2006,Northeast,Year,Y,50000-100000
Asia,High School,Y,N,1305,1984,West,Year,Y,> 100000
Asia,Master's,Y,N,2688,2007,Midwest,Year,N,50000-100000
Africa,Bachelor's,Y,N,1172,1982,Midwest,Week,Y,> 100000
Asia,High School,N,N,4058,2009,West,Year,N,> 100000
Asia,Bachelor's,Y,N,3399,2007,Midwest,Year,Y,50000-100000
South America,Master's,N,N,1034,1999,South,Year,Y,> 100000
Asia,Master's,N,N,541,1997,Midwest,Year,Y,> 100000
Asia,Master's,Y,N,1976,1962,Midwest,Year,Y,> 100000
Asia,Bachelor's,N,N,2590,1993,Northeast,Year,Y,< 50000
Asia,Bachelor's,N,N,257,1980,West,Year,Y,50000-100000
South America,High School,Y,N,4271,2014,Northeast,Year,Y,> 100000
North America,Master's,Y,N,1904,1911,South,Year,Y,< 50000
Asia,High School,N,N,2733,2001,South,Year,Y,> 100000
North America,Master's,N,N,1303,2010,Midwest,Year,Y,< 50000
Europe,Bachelor's,N,Y,2612,1999,South,Year,Y,< 50000
Asia,Master's,Y,N,2542,2006,Midwest,Year,Y,< 50000
Asia,Bachelor's,N,Y,14083,1914,West,Year,Y,50000-100000
Asia,High School,N,N,3137,1949,Northeast,Year,Y,< 50000
Asia,Bachelor's,Y,N,3035,1907,West,Year,N,50000-100000
Asia,Master's,Y,N,5232,1997,South,Year,N,> 100000
Asia,Bachelor's,N,N,25108,1976,Northeast,Year,Y,> 100000
Asia,Master's,N,N,5752,2004,West,Year,Y,50000-100000
Asia,Master's,Y,N,189,1999,South,Year,N,> 100000
North America,Master's,N,N,3461,2004,Northeast,Year,Y,> 100000
Asia,Bachelor's,Y,N,1074,1997,Northeast,Year,Y,> 100000
Asia,Bachelor's,N,Y,2940,2007,Northeast,Year,Y,50000-100000
Asia,Master's,Y,N,4014,2007,South,Year,Y,< 50000
Asia,Master's,Y,N,14593,1968,Midwest,Year,Y,50000-100000
Asia,High School,Y,N,1721,2007,South,Year,Y,< 50000
Asia,Master's,Y,N,2808,1973,South,Year,N,> 100000
Asia,Bachelor's,Y,N,4789,2005,South,Year,Y,50000-100000
Asia,Master's,N,N,2808,1989,Midwest,Year,Y,> 100000
North America,Bachelor's,Y,N,462,2013,South,Year,Y,> 100000
Asia,Doctorate,Y,N,922,1981,Northeast,Year,Y,< 50000
Asia,Master's,N,N,1889,2001,South,Year,N,> 100000
North America,Bachelor's,Y,N,1208,2005,Northeast,Year,Y,< 50000
Asia,Master's,N,N,3788,1995,Northeast,Year,Y,50000-100000
North America,Bachelor's,Y,N,4849,1993,West,Year,Y,< 50000
Asia,Bachelor's,Y,N,913,1832,West,Year,Y,< 50000
Asia,Bachelor's,Y,N,2161,2005,South,Year,Y,50000-100000
North America,Bachelor's,Y,N,4876,2006,West,Year,N,50000-100000
North America,Bachelor's,Y,N,5725,1984,South,Year,Y,50000-100000
Asia,Bachelor's,Y,N,933,1872,Northeast,Year,Y,50000-100000
Asia,Bachelor's,N,N,478,2000,South,Year,Y,> 100000
Asia,Master's,Y,N,3480,1995,West,Hour,Y,> 100000
Asia,Master's,Y,N,4352,2007,South,Year,Y,< 50000
North America,Bachelor's,N,N,23617,1911,Midwest,Year,N,> 100000
Asia,Bachelor's,N,N,3642,1981,West,Year,Y,50000-100000
Asia,Bachelor's,Y,N,623,2002,West,Year,Y,< 50000
North America,Master's,N,Y,175,1989,South,Year,Y,> 100000
North America,Bachelor's,Y,N,720,2009,Island,Year,Y,50000-100000
Europe,Bachelor's,Y,N,3938,1997,West,Year,Y,< 50000
Asia,Master's,Y,N,92290,2002,Midwest,Year,Y,> 100000
Europe,Bachelor's,Y,Y,3181,1945,West,Year,Y,50000-100000
Asia,Doctorate,Y,N,132,1999,Midwest,Year,Y,< 50000
North America,Bachelor's,Y,N,195656,1984,West,Year,Y,< 50000
Asia,Master's,Y,N,241162,1880,Midwest,Year,Y,> 100000
South America,Master's,Y,N,5950,1949,Northeast,Year,Y,50000-100000
Asia,Bachelor's,N,N,3534,2010,West,Year,Y,> 100000
South America,Master's,Y,N,5935,1997,Northeast,Year,Y,< 50000
Asia,High School,N,N,1696,1999,Northeast,Year,Y,> 100000
Asia,Master's,N,N,4448,2008,Northeast,Year,Y,< 50000
Asia,Master's,Y,Y,1733,2011,South,Year,Y,50000-100000
North America,Bachelor's,Y,N,5940,1970,West,Year,Y,< 50000
Asia,Master's,Y,N,877,2014,Northeast,Hour,Y,> 100000
Asia,Bachelor's,N,N,3639,1988,Northeast,Hour,Y,< 50000
Asia,Master's,N,N,3716,1949,South,Year,Y,> 100000
Asia,Bachelor's,N,N,2591,1984,Northeast,Year,Y,50000-100000
Asia,Bachelor's,Y,N,452,2013,South,Year,Y,50000-100000
Asia,Master's,Y,N,3677,2013,South,Year,N,50000-100000
Asia,Bachelor's,Y,N,34632,2008,Midwest,Year,Y,< 50000
North America,Master's,N,N,4554,1999,Northeast,Year,N,50000-100000
North America,Bachelor's,Y,Y,3597,2001,West,Year,Y,> 100000
Europe,Bachelor's,Y,N,200,2013,Midwest,Year,Y,< 50000
Asia,Bachelor's,Y,N,224,2008,Midwest,Year,Y,50000-100000
Asia,High School,N,N,2729,1986,South,Hour,Y,> 100000
Asia,High School,N,N,3575,1999,Midwest,Year,Y,> 100000
Asia,Master's,N,N,3159,1968,Northeast,Year,Y,< 50000
Asia,Master's,Y,N,28900,1987,South,Year,Y,50000-100000
Asia,Bachelor's,Y,N,1896,1897,South,Year,Y,< 50000
North America,Master's,N,N,20,1997,Midwest,Year,N,> 100000
Asia,Master's,Y,N,1244,2009,Northeast,Year,Y,< 50000
Oceania,Doctorate,Y,N,3673,2008,West,Year,N,> 100000
Asia,Bachelor's,N,N,2181,1957,Northeast,Year,Y,> 100000
Asia,Master's,Y,N,1959,1948,Midwest,Hour,Y,> 100000
Asia,High School,N,N,1905,2005,South,Year,N,> 100000
Asia,Bachelor's,Y,N,592,2002,South,Year,Y,< 50000
Asia,Bachelor's,Y,Y,802,2006,Midwest,Year,N,50000-100000
Asia,Doctorate,Y,N,4359,2007,Northeast,Year,Y,50000-100000
Asia,Bachelor's,Y,N,4537,2001,West,Year,Y,< 50000
Asia,Master's,Y,N,553,2008,Northeast,Year,Y,< 50000
North America,Master's,N,N,1465,1987,Northeast,Year,N,50000-100000
Asia,Master's,Y,N,1148,2010,Northeast,Year,Y,< 50000
Europe,Master's,N,Y,1553,1930,West,Year,Y,< 50000
Africa,Doctorate,Y,N,2790,1898,Midwest,Year,Y,> 100000
Asia,Bachelor's,Y,N,2466,2001,South,Year,Y,50000-100000
South America,Master's,Y,N,749,1889,Midwest,Week,Y,> 100000
Asia,Master's,N,N,2896,1960,Northeast,Year,N,50000-100000
Asia,Bachelor's,Y,N,4400,1999,Midwest,Year,Y,< 50000
Asia,Bachelor's,N,N,474,2008,West,Year,Y,50000-100000
Asia,Bachelor's,Y,Y,2654,2013,Midwest,Year,Y,> 100000
Europe,Bachelor's,N,N,4177,2001,Northeast,Year,Y,50000-100000
Europe,Master's,Y,N,4482,2006,West,Year,Y,< 50000
North America,Bachelor's,N,N,3635,1886,West,Year,N,50000-100000
Africa,Bachelor's,Y,N,1554,2012,Midwest,Year,Y,50000-100000
Asia,Master's,N,N,3622,1987,Northeast,Hour,Y,> 100000
Asia,Doctorate,Y,N,1299,2007,South,Year,Y,50000-100000
Asia,Bachelor's,Y,N,1476,2008,Northeast,Year,Y,< 50000
Asia,Bachelor's,N,Y,309,1916,Northeast,Year,Y,< 50000
Oceania,Doctorate,N,Y,3487,1930,West,Year,Y,50000-100000
Asia,Master's,Y,N,6543,2001,West,Year,Y,< 50000
Europe,Doctorate,N,N,1760,2001,Northeast,Year,Y,50000-100000
Africa,Master's,N,N,3011,2008,Northeast,Year,Y,< 50000
North America,Master's,N,N,2660,2005,Midwest,Year,Y,> 100000
Asia,Bachelor's,Y,N,2231,1964,South,Year,Y,> 100000
Asia,Bachelor's,Y,N,4791,1981,West,Year,Y,50000-100000
Asia,Bachelor's,Y,N,5808,2007,Northeast,Year,Y,> 100000
Asia,Master's,Y,N,1989,1995,West,Year,Y,50000-100000
South America,Master's,Y,Y,824,1948,West,Year,Y,> 100000
North America,Doctorate,Y,N,2880,1925,South,Year,N,50000-100000
Asia,Master's,N,N,1682,1998,South,Year,N,50000-100000
Asia,Bachelor's,N,N,1965,2009,West,Year,Y,50000-100000
Asia,Bachelor's,Y,N,2433,2008,South,Year,Y,50000-100000
Asia,Master's,N,N,3811,2008,Midwest,Year,Y,< 50000
South America,Doctorate,N,N,687,2001,Northeast,Hour,Y,50000-100000
Europe,Doctorate,Y,N,2189,2005,South,Year,Y,< 50000
Asia,Bachelor's,Y,N,4923,2001,Northeast,Year,Y,> 100000
Asia,High School,N,N,619,1993,Northeast,Hour,Y,> 100000
South America,High School,Y,N,214,1991,Northeast,Year,Y,< 50000
Asia,Bachelor's,Y,N,2327,1985,South,Year,Y,> 100000
Asia,High School,Y,N,500,1855,West,Year,Y,50000-100000
North America,High School,Y,N,5990,2006,West,Year,Y,50000-100000
North America,Doctorate,Y,N,1296,2005,West,Year,N,> 100000
Asia,Master's,N,N,4951,1978,West,Year,Y,50000-100000
Asia,Master's,N,N,1008,2012,West,Hour,Y,> 100000
Europe,Doctorate,Y,N,2687,1998,Northeast,Year,Y,< 50000
Asia,Bachelor's,Y,N,2580,2008,West,Year,Y,50000-100000
Asia,Bachelor's,N,N,1079,1860,West,Year,N,< 50000
Asia,Doctorate,Y,N,1064,2004,Northeast,Year,Y,< 50000
Asia,Master's,Y,N,131070,1997,Northeast,Year,Y,> 100000
Europe,Doctorate,Y,N,5075,1981,Northeast,Year,Y,< 50000
Asia,High School,N,N,2201,2010,Northeast,Year,Y,50000-100000
South America,Bachelor's,Y,N,879,1905,South,Hour,Y,> 100000
Asia,Master's,Y,N,2356,2001,Midwest,Year,Y,50000-100000
Asia,Bachelor's,N,N,1592,1999,Midwest,Year,Y,> 100000
North America,Master's,Y,N,3793,2005,Northeast,Year,Y,< 50000
Asia,Bachelor's,Y,N,321,1990,West,Year,Y,50000-100000
Asia,Bachelor's,Y,N,1586,2003,West,Year,Y,< 50000
Asia,Bachelor's,Y,N,2312,2007,West,Year,Y,50000-100000
Asia,Master's,Y,Y,1430,1994,South,Year,N,< 50000
Europe,Master's,Y,Y,277,1996,South,Year,Y,< 50000
Asia,Master's,Y,N,3397,2008,Northeast,Year,Y,< 50000
Europe,Master's,N,N,893,1998,Midwest,Year,Y,> 100000
Asia,Master's,Y,N,1079,1994,South,Week,Y,50000-100000
Asia,Bachelor's,N,N,3345,2003,South,Year,Y,50000-100000
Asia,Bachelor's,Y,N,405,2012,Northeast,Year,Y,50000-100000
Asia,Bachelor's,N,N,1030,1984,South,Hour,Y,50000-100000
Asia,Master's,Y,N,2647,1981,Island,Year,Y,< 50000
Europe,Doctorate,Y,N,11013,2001,Northeast,Year,Y,< 50000
Asia,Bachelor's,N,N,1449,1978,South,Year,N,> 100000
Asia,Bachelor's,Y,N,243,1998,West,Week,Y,50000-100000
Asia,Master's,Y,N,3749,2002,Northeast,Year,Y,< 50000
Asia,Master's,N,N,982,1864,West,Year,Y,50000-100000
North America,Master's,N,N,1463,1995,South,Year,Y,> 100000
Europe,Master's,Y,N,1508,2005,West,Year,Y,< 50000
Asia,Master's,N,N,1122,2004,West,Year,Y,50000-100000
Africa,Master's,N,N,1029,1977,Northeast,Year,Y,> 100000
Asia,Bachelor's,N,Y,1248,2010,South,Year,Y,50000-100000
Asia,Master's,Y,Y,2726,1964,Northeast,Year,Y,50000-100000
Asia,Master's,Y,N,2099,2000,Northeast,Hour,Y,> 100000
North America,Doctorate,N,N,3706,2004,Northeast,Year,Y,50000-100000
North America,Master's,N,N,1221,2008,Northeast,Year,Y,50000-100000
North America,Master's,Y,N,3285,2005,South,Year,Y,< 50000
Asia,Doctorate,N,Y,12357,1947,West,Year,Y,> 100000
Asia,Bachelor's,N,N,2553,2004,Midwest,Year,Y,50000-100000
Asia,High School,Y,N,730,2004,Midwest,Year,Y,50000-100000
Africa,Master's,Y,N,209441,2009,Midwest,Year,Y,> 100000
Europe,High School,Y,Y,3501,1997,South,Year,Y,> 100000
Asia,Master's,Y,N,696,2013,Northeast,Year,Y,< 50000
Europe,Doctorate,Y,N,4281,2006,South,Year,Y,50000-100000
Asia,Master's,Y,N,5236,1978,Northeast,Year,Y,< 50000
South America,Doctorate,Y,N,1141,2013,West,Hour,Y,50000-100000
Asia,Bachelor's,Y,N,5177,1889,South,Year,N,> 100000
South America,Bachelor's,Y,N,3521,2009,South,Year,Y,50000-100000
Europe,Doctorate,N,N,303,1981,Northeast,Year,Y,> 100000
Asia,Bachelor's,Y,N,448,2012,West,Year,Y,50000-100000
North America,Bachelor's,Y,Y,1568,2010,South,Year,Y,50000-100000
Europe,Bachelor's,Y,N,25618,1876,Northeast,Year,Y,50000-100000
North America,Master's,N,N,997,1912,West,Hour,Y,> 100000
Asia,Master's,N,N,4692,2001,Midwest,Year,Y,50000-100000
North America,Bachelor's,Y,N,840,1997,South,Hour,Y,> 100000
South America,Bachelor's,Y,N,4986,1817,Northeast,Year,Y,50000-100000
Asia,Master's,Y,Y,86,1969,West,Year,Y,> 100000
Asia,Bachelor's,Y,N,929,2005,South,Year,Y,50000-100000
Asia,Bachelor's,Y,Y,4133,2004,West,Year,Y,50000-100000
North America,Master's,Y,N,3641,1998,Northeast,Year,Y,< 50000
Asia,Bachelor's,Y,N,383,2003,West,Year,Y,50000-100000
Asia,Bachelor's,Y,N,91203,2006,Midwest,Year,N,> 100000
Asia,High School,N,N,4179,2013,Northeast,Year,Y,< 50000
Europe,Doctorate,Y,Y,3783,1887,Northeast,Year,Y,< 50000
Asia,Bachelor's,Y,N,287,1999,South,Year,Y,50000-100000
Asia,High School,N,N,2137,2008,Midwest,Year,Y,> 100000
Europe,High School,Y,N,2505,1914,South,Hour,Y,< 50000
South America,Master's,Y,N,256,1954,Northeast,Year,Y,50000-100000
Asia,Bachelor's,Y,N,5271,1964,Northeast,Year,Y,< 50000
Asia,Bachelor's,Y,Y,3951,1927,Northeast,Year,Y,50000-100000
Asia,High School,Y,N,273,1989,West,Year,Y,> 100000
North America,Master's,N,N,2989,1899,South,Year,Y,> 100000
Asia,High School,Y,N,26549,1980,West,Year,Y,< 50000
Asia,Bachelor's,N,N,4205,1948,Northeast,Year,Y,< 50000
North America,Bachelor's,Y,N,5085,1992,Northeast,Year,Y,< 50000
South America,Master's,N,N,2507,1981,South,Year,Y,> 100000
Asia,Bachelor's,Y,N,2715,1948,South,Year,Y,> 100000
Europe,Doctorate,Y,N,2642,1998,West,Year,Y,< 50000
Asia,Master's,N,N,2324,1925,Midwest,Year,N,50000-100000
Asia,High School,Y,N,4984,1980,Northeast,Year,Y,50000-100000
Europe,High School,Y,N,6519,1918,Northeast,Year,Y,< 50000
Asia,Master's,Y,N,79,1998,Northeast,Year,Y,< 50000
Asia,High School,Y,N,86699,1999,Northeast,Year,Y,> 100000
Europe,Bachelor's,N,N,418,2001,West,Year,Y,< 50000
North America,Bachelor's,N,N,27752,2012,Northeast,Year,Y,< 50000
Asia,Bachelor's,Y,N,1222,1947,Island,Year,Y,> 100000
North America,Master's,Y,N,1097,2005,Northeast,Year,Y,< 50000
Asia,Bachelor's,Y,N,1831,1992,South,Year,Y,< 50000
Asia,Master's,Y,N,1979,2003,Midwest,Year,Y,> 100000
Africa,Master's,Y,N,2180,1992,Midwest,Year,Y,> 100000
Asia,Master's,N,N,1764,1960,Northeast,Week,Y,< 50000
Asia,High School,N,Y,808,1800,West,Year,Y,> 100000
Asia,Bachelor's,Y,N,2065,1994,South,Year,Y,50000-100000
North America,High School,Y,N,3299,2001,West,Year,Y,< 50000
Asia,High School,Y,N,2651,2003,West,Year,Y,> 100000
Asia,Bachelor's,Y,N,1279,1977,West,Year,Y,> 100000
Asia,Master's,N,N,2372,1896,Northeast,Year,N,> 100000
Asia,Master's,Y,N,3774,1971,Northeast,Year,Y,50000-100000
Europe,Doctorate,N,Y,4020,1892,South,Year,Y,50000-100000
Europe,Doctorate,Y,N,5450,2008,West,Year,Y,< 50000
Asia,Bachelor's,N,Y,367,2002,West,Year,Y,< 50000
North America,Master's,Y,N,6476,1984,West,Year,Y,< 50000
Asia,Master's,Y,N,1074,2010,Northeast,Year,N,50000-100000
Asia,Master's,Y,N,2339,2012,South,Year,Y,50000-100000
North America,Master's,N,N,191,2001,South,Hour,Y,< 50000
Europe,Master's,N,N,1369,2010,South,Year,N,< 50000
Asia,Doctorate,N,N,20412,1996,Midwest,Year,Y,< 50000
Asia,Bachelor's,Y,N,2304,2009,Midwest,Year,Y,< 50000
Asia,High School,Y,N,1936,1950,West,Year,Y,< 50000
Asia,Master's,Y,N,1656,1998,Northeast,Year,Y,50000-100000
Asia,Doctorate,N,N,1829,2012,West,Year,Y,> 100000
South America,Doctorate,Y,Y,873,1908,West,Year,Y,< 50000
North America,High School,N,N,1148,1969,West,Hour,Y,> 100000
Asia,High School,N,N,380,1996,Midwest,Year,Y,> 100000
